referrer,expgender,exprace,compensation,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,exprace_baburao
12,1,6,1,19,2,8,1,2,6
12,2,6,1,24,2,9,1,1,6
12,2,6,1,19,2,7,2,1,6
12,1,6,1,20,2,9,2,1,6
12,,,1,18,1,6,1,2,
12,,,1,19,2,9,1,2,
12,2,6,1,18,2,9,2,1,6
12,2,6,1,19,1,9,1,2,6
12,2,9,1,18,2,7,1,2,9
12,2,9,1,18,1,2,2,2,9
12,2,6,1,18,1,9,2,2,6
12,2,6,1,18,2,9,2,1,6
12,2,6,1,19,2,2,2,1,6
12,2,6,1,20,1,9,2,2,6
12,1,6,1,18,1,7,1,2,6
12,1,6,1,19,2,6,1,1,6
12,1,6,1,18,1,9,2,1,6
12,,,1,19,2,9,2,1,
12,,,1,18,1,5,1,1,
12,,,1,18,1,7,2,1,
12,,,1,18,2,9,2,1,
13,,,,19,1,8,2,2,
13,,,,18,1,9,2,1,
13,,,,18,2,9,2,2,
13,,,,18,2,9,1,1,
13,,,,18,2,4,2,2,
13,,,,18,2,9,2,2,
13,,,,19,1,8,1,1,
13,,,,21,1,9,2,2,
13,,,,18,2,7,2,1,
13,,,,18,1,9,1,2,
13,,,,17,2,1,2,1,
13,,,,18,2,9,1,1,
13,,,,19,1,5,2,1,
13,,,,18,2,9,2,1,
13,,,,19,2,9,1,2,
13,,,,18,1,9,2,1,
13,,,,18,1,8,1,1,
13,,,,19,2,9,1,2,
13,,,,18,1,5,2,2,
13,,,,18,1,9,1,2,
13,,,,18,2,7,2,1,
13,,,,18,2,9,1,2,
13,,,,20,2,7,1,1,
13,,,,18,1,9,1,1,
13,,,,19,1,9,2,1,
13,,,,20,1,1,2,1,
13,,,,17,2,9,1,2,
13,,,,18,1,9,1,2,
13,,,,18,2,9,1,1,
13,,,,18,2,9,2,1,
13,,,,18,2,9,1,2,
13,,,,19,2,7,2,1,
13,,,,18,2,9,1,1,
13,,,,18,2,9,2,1,
13,,,,18,1,9,1,2,
13,,,,18,1,7,1,1,
13,,,,18,2,9,1,2,
13,,,,18,1,9,1,2,
13,,,,18,1,9,2,1,
13,,,,19,2,8,1,2,
13,,,,20,2,7,1,2,
13,,,,18,2,8,1,1,
13,,,,18,1,7,2,1,
13,,,,19,1,9,2,2,
13,,,,19,2,7,2,1,
13,,,,21,1,9,1,,
13,,,,21,2,9,1,1,
13,,,,21,1,9,2,1,
13,,,,18,2,9,1,2,
13,,,,19,2,,2,1,
13,,,,19,2,7,2,2,
13,,,,20,2,9,2,1,
13,,,,21,1,9,2,1,
13,,,,18,2,9,2,1,
13,,,,19,1,7,2,2,
13,,,,19,2,9,2,1,
13,,,,17,2,9,2,1,
13,,,,18,2,8,2,1,
13,,,,18,1,9,1,2,
13,,,,19,2,9,2,2,
13,,,,18,2,9,2,2,
13,,,,18,2,9,2,2,
13,,,,18,1,7,2,2,
13,,,,19,2,7,1,2,
13,,,,18,1,9,2,1,
13,,,,21,1,5,1,1,
13,,,,18,1,9,2,2,
13,,,,18,1,9,1,1,
13,,,,17,1,9,1,1,
13,,,,18,2,9,1,1,
13,,,,18,1,5,1,2,
13,,,,21,2,9,2,1,
13,,,,20,1,6,1,1,
13,,,,18,2,9,1,2,
13,,,,18,1,9,1,2,
13,,,,17,1,7,1,1,
13,,,,20,2,5,2,2,
13,,,,20,2,9,1,2,
13,,,,18,2,8,1,1,
13,,,,21,2,8,2,2,
13,,,,21,1,7,1,2,
13,,,,20,2,9,1,1,
13,,,,20,2,7,1,2,
13,,,,20,2,9,1,1,
13,,,,22,2,4,2,1,
13,,,,19,2,9,2,2,
13,,,,20,1,8,1,2,
13,,,,19,1,9,2,1,
13,,,,21,2,9,2,2,
13,,,,18,1,9,1,2,
13,,,,21,1,7,1,2,
13,,,,20,2,9,1,1,
13,,,,20,1,6,1,1,
13,,,,36,1,9,1,2,
13,,,,19,1,8,2,1,
13,,,,21,1,9,2,2,
13,,,,19,1,9,1,2,
13,,,,19,1,6,1,2,
14,,,3,19,2,9,2,1,
14,,,3,24,2,9,1,2,
14,,,3,20,2,9,1,2,
14,,,3,22,2,9,2,2,
14,,,3,20,1,9,1,1,
14,,,3,21,2,3,1,2,
14,,,3,21,2,9,2,2,
14,,,3,22,1,1,1,2,
14,,,3,22,2,9,2,1,
14,,,3,19,2,9,1,2,
14,,,3,19,2,9,2,2,
14,,,3,56,2,9,1,1,
14,,,3,21,1,7,2,1,
14,2,6,3,33,1,9,2,1,6
14,2,2,3,23,1,9,1,1,2
14,,,3,20,1,8,1,2,
14,,,3,23,1,4,2,1,
14,,,3,29,1,3,2,1,
14,,,3,20,2,3,1,2,
14,,,3,23,2,9,1,1,
14,2,6,3,19,1,9,2,2,6
14,2,6,3,19,2,9,1,1,6
14,2,6,3,19,1,5,2,1,6
14,2,6,3,20,1,9,1,2,6
14,2,6,3,20,2,6,2,2,6
14,2,6,3,21,1,9,1,2,6
14,2,6,3,33,1,7,1,2,6
14,2,6,3,20,2,8,2,1,6
14,2,6,3,20,1,9,2,2,6
14,2,6,3,23,1,9,2,1,6
14,2,6,3,20,1,9,1,1,6
14,2,6,3,31,1,8,1,1,6
14,2,6,3,20,2,8,1,1,6
14,2,6,3,20,1,4,1,1,6
14,2,6,3,20,2,9,1,2,6
14,2,6,3,20,1,1,2,1,6
14,2,6,3,19,1,9,1,1,6
14,1,6,3,32,1,5,1,2,6
14,2,6,3,21,2,9,1,2,6
14,2,6,3,22,1,7,2,1,6
14,2,6,3,18,2,9,2,2,6
14,2,6,3,28,1,8,1,1,6
14,2,6,3,19,2,9,1,1,6
14,2,5,1,20,1,9,2,1,5
14,2,6,3,25,1,9,1,2,6
14,1,6,1,20,2,9,2,2,6
14,1,6,1,21,1,5,1,1,6
14,1,6,1,25,1,7,2,2,6
14,1,6,1,36,1,1,2,1,6
14,1,6,1,24,1,7,1,2,6
14,1,6,1,21,1,9,2,1,6
14,1,6,1,21,2,9,2,2,6
14,2,6,1,21,1,9,2,1,6
14,2,6,1,25,1,9,2,2,6
14,1,6,1,20,2,8,1,2,6
14,1,6,1,18,1,9,2,2,6
14,2,6,1,20,1,6,1,,6
14,2,6,1,23,2,1,2,2,6
14,2,6,1,18,2,9,2,1,6
14,2,6,1,18,1,9,1,2,6
14,2,6,1,18,1,9,2,1,6
14,2,6,1,22,2,9,1,2,6
14,2,6,1,22,2,9,2,1,6
14,2,6,1,18,1,8,2,1,6
14,2,6,1,18,1,9,1,2,6
14,2,6,1,32,2,9,1,2,6
14,2,6,1,18,1,8,2,1,6
14,2,6,1,18,1,9,2,1,6
14,2,6,1,18,2,9,1,2,6
14,2,6,1,18,1,9,1,1,6
14,1,6,1,18,2,6,2,1,6
14,1,6,1,18,2,9,2,1,6
14,2,6,1,18,2,9,1,2,6
14,1,6,1,24,1,9,2,1,6
14,2,6,3,20,2,9,1,2,6
14,2,6,1,24,1,8,2,1,6
14,2,6,1,18,1,7,2,2,6
14,2,6,1,20,1,9,1,2,6
14,1,6,1,22,2,5,2,1,6
14,1,6,1,28,2,9,2,2,6
14,2,6,1,21,2,8,2,2,6
14,2,6,1,21,2,9,2,1,6
14,2,6,1,22,2,9,2,1,6
14,2,6,1,25,2,7,2,2,6
14,2,6,1,20,2,9,2,1,6
15,,,,23,1,3,2,2,
15,,,,27,1,7,1,2,
15,,,,28,1,1,2,1,
15,,,,35,2,4,1,2,
15,,,,28,1,8,2,2,
15,,,,25,2,9,1,2,
15,,,,27,1,7,2,2,
15,,,,29,2,5,2,1,
15,,,,23,2,6,2,1,
15,,,,36,1,5,2,1,
15,,,,21,1,3,1,2,
15,,,,32,2,2,1,2,
15,,,,31,2,8,1,1,
15,,,,28,2,6,1,1,
15,,,,32,1,8,2,1,
15,,,,37,2,7,2,2,
15,,,,25,2,4,1,1,
15,,,,58,2,1,1,2,
15,,,,27,2,7,2,2,
15,,,,21,2,5,2,1,
15,,,,31,1,6,2,2,
15,,,,25,1,9,1,1,
15,,,,27,1,5,2,2,
15,,,,51,2,7,2,1,
15,,,,30,1,7,1,1,
15,,,,36,1,9,2,2,
15,,,,47,2,9,1,2,
15,,,,32,2,3,1,2,
15,,,,41,2,9,1,2,
15,,,,54,2,9,2,1,
15,,,,52,1,9,2,2,
15,,,,26,1,1,2,2,
15,,,,34,1,1,2,1,
15,,,,31,2,6,1,2,
15,,,,31,2,7,1,2,
15,,,,23,1,9,2,1,
15,,,,28,2,9,1,2,
15,,,,26,2,6,2,1,
15,,,,26,1,6,2,2,
15,,,,26,2,7,1,2,
15,,,,34,1,7,2,1,
15,,,,42,1,5,2,1,
15,,,,59,2,9,2,1,
15,,,,26,2,5,1,2,
15,,,,24,2,9,2,1,
15,,,,23,2,9,1,1,
15,,,,25,1,7,2,1,
15,,,,34,1,9,1,1,
15,,,,19,2,8,2,1,
15,,,,23,1,9,1,1,
15,,,,24,1,4,2,1,
15,,,,20,1,4,2,2,
15,,,,62,1,1,1,2,
15,,,,25,2,7,2,1,
15,,,,24,1,4,1,1,
15,,,,27,1,8,1,1,
15,,,,40,1,9,1,1,
15,,,,29,1,7,2,1,
15,,,,25,2,6,2,1,
15,,,,24,2,9,2,2,
15,,,,30,1,9,2,1,
15,,,,26,2,8,1,2,
15,,,,22,2,7,2,2,
15,,,,22,2,6,2,2,
15,,,,49,2,9,2,2,
15,,,,42,2,9,2,1,
15,,,,25,2,9,1,2,
15,,,,23,1,6,1,1,
15,,,,32,1,9,1,1,
15,,,,31,2,9,1,2,
15,,,,30,1,5,2,2,
15,,,,45,1,1,1,2,
15,,,,21,2,9,2,2,
15,,,,33,2,7,1,2,
15,,,,34,2,5,2,1,
15,,,,23,2,8,2,2,
15,,,,25,2,9,2,1,
15,,,,33,2,7,1,2,
15,,,,26,2,6,2,1,
15,,,,25,1,9,1,1,
15,,,,29,2,9,2,1,
15,,,,24,2,9,1,2,
15,,,,45,1,4,1,1,
15,,,,27,2,6,2,1,
15,,,,52,1,9,2,1,
15,,,,29,1,6,2,1,
15,,,,25,1,1,2,1,
15,,,,28,1,9,2,2,
15,,,,32,1,9,1,2,
15,,,,25,2,5,1,1,
15,,,,23,1,7,1,1,
15,,,,30,2,6,1,1,
15,,,,25,2,4,1,2,
15,,,,28,2,8,2,1,
15,,,,27,2,6,1,2,
15,,,,22,1,7,2,1,
15,,,,22,2,9,1,2,
15,,,,23,2,7,2,1,
15,,,,28,2,9,1,1,
15,,,,21,1,3,2,1,
15,,,,28,2,8,2,1,
15,,,,26,2,6,1,2,
15,,,,31,1,9,1,2,
15,,,,31,2,3,1,2,
15,,,,39,1,9,1,1,
15,,,,30,1,1,1,2,
15,,,,27,2,8,2,2,
15,,,,27,2,5,2,1,
15,,,,23,1,6,2,2,
15,,,,56,2,9,2,2,
15,,,,25,1,8,1,1,
15,,,,29,1,9,2,2,
15,,,,24,2,9,1,1,
15,,,,31,1,8,2,2,
15,,,,64,2,9,1,2,
15,,,,36,1,7,1,1,
15,,,,29,2,9,1,2,
15,,,,57,2,9,2,2,
15,,,,45,2,9,2,1,
15,,,,28,2,9,2,2,
15,,,,53,2,3,1,2,
15,,,,24,1,1,2,1,
15,,,,28,2,9,2,1,
15,,,,26,1,7,1,2,
15,,,,34,1,6,2,1,
15,,,,66,2,9,1,1,
15,,,,60,2,5,2,1,
15,,,,29,1,8,1,2,
15,,,,21,1,9,1,1,
15,,,,28,1,3,1,1,
15,,,,40,1,6,1,2,
15,,,,20,2,7,2,2,
15,,,,67,2,8,1,2,
15,,,,58,2,9,2,2,
15,,,,39,2,9,2,1,
15,,,,42,1,9,2,1,
15,,,,61,2,1,1,1,
15,,,,34,1,1,2,,
15,,,,33,1,9,2,1,
15,,,,20,1,9,1,2,
15,,,,23,1,5,1,2,
15,,,,23,1,9,2,1,
15,,,,28,2,9,1,2,
15,,,,38,2,9,2,1,
15,,,,67,1,7,1,2,
15,,,,30,2,9,1,1,
15,,,,26,2,9,1,2,
15,,,,22,2,4,1,2,
15,,,,24,1,7,1,1,
15,,,,34,1,5,1,1,
15,,,,26,1,1,1,1,
15,,,,27,2,9,1,1,
15,,,,23,1,3,2,1,
15,,,,27,1,1,1,2,
15,,,,20,1,1,2,2,
15,,,,24,2,9,2,1,
15,,,,27,1,9,2,1,
15,,,,45,1,9,1,2,
15,,,,41,1,9,1,2,
15,,,,37,2,9,2,1,
15,,,,24,2,9,1,2,
15,,,,43,1,2,1,1,
15,,,,29,1,1,1,2,
15,,,,31,2,7,2,1,
15,,,,27,2,9,1,2,
15,,,,23,1,3,2,2,
15,,,,52,2,3,1,2,
15,,,,30,2,7,1,1,
15,,,,26,2,9,2,1,
15,,,,39,2,9,1,2,
15,,,,42,1,3,1,1,
15,,,,23,2,9,2,1,
15,,,,31,2,8,1,1,
15,,,,24,2,6,2,2,
15,,,,23,1,2,1,2,
15,,,,26,2,9,1,2,
15,,,,28,1,9,1,1,
15,,,,30,1,8,2,1,
15,,,,38,1,9,1,2,
15,,,,27,2,8,1,2,
15,,,,23,1,9,1,1,
15,,,,30,1,3,2,2,
15,,,,38,1,4,2,1,
15,,,,25,2,9,1,1,
15,,,,28,2,9,1,2,
15,,,,29,2,2,2,1,
15,,,,27,1,9,1,1,
15,,,,35,2,9,1,1,
15,,,,29,2,9,1,1,
15,,,,26,2,9,1,1,
15,,,,38,2,7,2,2,
15,,,,20,1,9,1,1,
15,,,,28,1,9,2,1,
15,,,,27,2,8,1,1,
15,,,,29,1,9,1,2,
15,,,,40,1,9,2,2,
15,,,,22,1,5,1,1,
15,,,,25,2,8,1,2,
15,,,,40,1,3,2,1,
15,,,,62,1,9,2,1,
15,,,,52,2,5,1,2,
15,,,,38,1,1,1,2,
15,,,,58,2,9,1,1,
15,,,,46,2,8,1,2,
15,,,,27,2,5,2,1,
15,,,,39,1,9,1,2,
15,,,,33,1,7,1,2,
15,,,,55,2,7,1,2,
15,,,,30,1,4,1,1,
15,,,,40,1,6,2,2,
15,,,,58,1,9,2,1,
15,,,,22,1,3,2,1,
15,,,,24,2,1,2,2,
15,,,,33,1,5,2,1,
15,,,,28,2,8,2,1,
15,,,,55,2,8,1,2,
15,,,,28,2,6,1,2,
15,,,,58,2,3,1,1,
15,,,,31,2,4,1,1,
15,,,,21,2,9,1,2,
15,,,,42,2,9,2,1,
15,,,,22,2,7,1,2,
15,,,,38,1,7,1,2,
15,,,,40,2,9,1,1,
15,,,,23,1,1,2,1,
15,,,,26,2,5,2,1,
15,,,,48,1,9,2,1,
15,,,,49,2,9,1,2,
15,,,,62,1,8,1,2,
15,,,,74,1,1,2,1,
15,,,,27,2,8,2,1,
15,,,,22,1,9,1,2,
15,,,,31,1,7,2,1,
15,,,,40,2,5,2,2,
15,,,,40,1,9,2,1,
15,,,,37,2,9,2,1,
15,,,,20,1,9,1,2,
15,,,,35,1,1,1,1,
15,,,,48,1,1,1,1,
15,,,,26,2,8,2,1,
15,,,,61,1,6,1,1,
15,,,,63,2,9,1,2,
15,,,,52,2,9,1,2,
15,,,,48,2,8,1,1,
15,,,,26,1,9,2,1,
15,,,,32,2,9,2,1,
15,,,,22,2,7,2,2,
15,,,,57,2,1,2,2,
15,,,,31,2,7,2,1,
15,,,,52,2,2,1,1,
15,,,,32,1,1,2,2,
15,,,,30,1,8,2,2,
15,,,,39,2,7,2,1,
15,,,,31,1,9,2,1,
15,,,,24,2,7,2,2,
15,,,,35,1,9,2,1,
15,,,,22,2,9,1,1,
15,,,,30,1,9,1,1,
15,,,,25,2,9,2,1,
15,,,,40,2,7,2,1,
15,,,,22,1,7,1,1,
15,,,,25,2,9,2,1,
15,,,,28,2,9,2,1,
15,,,,37,2,9,1,2,
15,,,,66,1,7,2,1,
15,,,,48,1,4,1,2,
15,,,,34,1,9,1,2,
15,,,,50,2,9,1,2,
15,,,,20,2,9,2,1,
15,,,,43,2,7,2,2,
15,,,,53,2,9,1,2,
15,,,,44,1,9,1,,
15,,,,26,2,7,2,1,
15,,,,32,2,1,1,2,
15,,,,25,1,9,1,2,
15,,,,51,2,9,1,2,
15,,,,56,1,5,1,2,
15,,,,49,2,1,1,1,
15,,,,27,1,6,1,2,
15,,,,58,1,5,1,2,
15,,,,66,2,8,2,1,
15,,,,32,2,6,2,2,
15,,,,62,2,2,2,1,
15,,,,35,2,9,1,2,
15,,,,24,2,7,1,1,
15,,,,32,1,9,1,1,
15,,,,25,1,5,2,1,
15,,,,44,2,9,1,2,
15,,,,57,1,1,1,2,
15,,,,25,2,9,2,1,
15,,,,56,1,1,2,1,
15,,,,30,2,9,1,1,
15,,,,58,2,9,2,1,
15,,,,29,2,6,2,1,
15,,,,43,2,6,1,1,
15,,,,34,2,9,1,1,
15,,,,22,2,8,1,1,
15,,,,23,1,9,2,1,
15,,,,27,1,9,2,2,
15,,,,31,1,9,2,1,
15,,,,29,2,8,2,1,
15,,,,22,1,9,1,2,
15,,,,33,1,6,1,2,
15,,,,23,1,9,1,1,
15,,,,24,1,7,1,2,
15,,,,47,1,7,1,1,
15,,,,32,1,1,2,1,
15,,,,23,2,9,1,2,
15,,,,60,1,6,2,1,
15,,,,42,2,7,1,2,
15,,,,59,1,4,2,1,
15,,,,33,1,4,1,2,
15,,,,27,1,9,1,1,
15,,,,23,2,9,2,2,
15,,,,39,2,9,1,2,
15,,,,26,2,9,2,1,
15,,,,26,2,9,2,2,
15,,,,42,2,8,2,2,
15,,,,51,2,1,1,2,
15,,,,33,1,6,1,2,
15,,,,22,2,9,2,2,
15,,,,27,2,9,1,2,
15,,,,41,2,8,1,2,
15,,,,68,1,9,1,2,
15,,,,24,2,9,1,2,
15,,,,24,2,9,2,1,
15,,,,52,1,3,1,1,
15,,,,34,2,9,2,2,
15,,,,37,2,4,1,2,
15,,,,28,2,9,2,2,
15,,,,33,2,1,1,2,
15,,,,54,1,2,1,2,
15,,,,32,1,8,1,2,
15,,,,40,1,9,1,2,
15,,,,24,1,7,1,1,
15,,,,32,2,1,2,1,
15,,,,61,2,7,2,2,
15,,,,37,2,9,1,2,
15,,,,27,1,9,1,2,
15,,,,22,1,9,1,1,
15,,,,47,2,9,2,1,
15,,,,31,1,1,2,1,
15,,,,32,1,9,2,1,
15,,,,26,2,9,1,2,
15,,,,18,1,9,2,2,
15,,,,36,1,7,2,2,
15,,,,39,1,8,1,2,
15,,,,36,1,9,1,1,
15,,,,41,2,8,2,2,
15,,,,24,1,4,2,1,
15,,,,28,1,5,1,2,
15,,,,60,1,1,1,1,
15,,,,25,1,7,2,1,
15,,,,58,1,8,1,2,
15,,,,56,1,7,1,2,
15,,,,65,1,6,1,1,
15,,,,31,2,7,2,1,
15,,,,23,2,8,1,2,
15,,,,27,1,8,1,2,
15,,,,39,1,3,1,2,
15,,,,22,2,9,1,2,
15,,,,39,2,3,2,2,
15,,,,49,1,1,2,1,
15,,,,61,1,9,2,1,
15,,,,41,2,9,2,1,
15,,,,28,2,9,2,1,
15,,,,24,2,9,1,2,
15,,,,75,2,1,1,2,
15,,,,23,1,5,2,1,
15,,,,21,2,5,2,1,
15,,,,62,2,7,1,2,
15,,,,37,1,6,1,2,
15,,,,23,2,8,1,1,
15,,,,31,1,5,1,1,
15,,,,27,1,7,1,1,
15,,,,34,1,9,1,2,
15,,,,35,1,9,2,1,
15,,,,46,1,9,1,2,
15,,,,60,1,9,2,1,
15,,,,45,2,1,2,1,
15,,,,49,2,9,2,1,
15,,,,56,2,9,2,1,
15,,,,22,1,9,1,1,
15,,,,25,1,7,2,1,
15,,,,31,1,9,1,2,
15,,,,34,1,8,2,2,
15,,,,45,1,4,1,2,
15,,,,30,1,2,2,1,
15,,,,56,1,9,2,2,
15,,,,53,2,7,1,2,
15,,,,33,2,7,1,2,
15,,,,42,2,8,1,1,
15,,,,50,2,7,1,2,
15,,,,57,2,9,2,1,
15,,,,57,1,4,2,2,
15,,,,33,2,7,1,1,
15,,,,26,1,7,2,1,
15,,,,53,2,2,2,1,
15,,,,55,2,9,1,2,
15,,,,40,2,9,1,1,
15,,,,46,1,7,1,1,
15,,,,47,1,9,1,2,
15,,,,38,2,9,1,2,
15,,,,51,1,9,1,2,
15,,,,59,1,9,2,1,
15,,,,66,1,1,2,1,
15,,,,36,2,8,2,2,
15,,,,27,2,9,1,1,
15,,,,26,1,9,2,1,
15,,,,31,1,1,1,2,
15,,,,36,1,9,2,2,
15,,,,30,2,9,2,1,
15,,,,33,1,1,1,2,
15,,,,37,2,9,2,2,
15,,,,25,2,8,2,2,
15,,,,33,2,9,2,2,
15,,,,39,2,7,1,2,
15,,,,27,1,9,2,2,
15,,,,42,1,7,2,2,
15,,,,30,2,9,1,1,
15,,,,56,1,6,2,1,
15,,,,35,1,4,2,2,
15,,,,29,1,7,1,1,
15,,,,32,1,8,1,2,
15,,,,21,2,3,1,2,
15,,,,51,2,9,2,1,
15,,,,23,1,1,2,1,
15,,,,42,2,9,2,2,
15,,,,24,1,3,2,1,
15,,,,68,2,9,2,2,
15,,,,70,2,9,2,1,
15,,,,38,2,9,1,2,
15,,,,23,2,9,2,1,
15,,,,28,2,9,2,1,
15,,,,21,2,1,2,2,
15,,,,20,2,8,1,1,
15,,,,18,2,9,1,2,
15,,,,27,2,9,2,1,
15,,,,26,1,9,1,1,
15,,,,62,2,9,2,1,
15,,,,42,2,7,1,2,
15,,,,32,2,9,1,2,
15,,,,25,2,9,1,2,
15,,,,24,2,9,2,1,
15,,,,23,2,8,2,2,
15,,,,45,1,6,1,2,
15,,,,25,1,7,1,1,
15,,,,23,2,8,1,2,
15,,,,35,2,8,2,2,
15,,,,34,2,9,1,2,
15,,,,25,1,8,1,1,
15,,,,34,2,5,1,2,
15,,,,25,1,6,2,2,
15,,,,55,2,7,2,1,
15,,,,22,2,9,1,2,
15,,,,33,1,6,1,1,
15,,,,26,1,9,1,1,
15,,,,29,1,6,1,1,
15,,,,42,1,8,1,1,
15,,,,24,1,7,2,1,
15,,,,20,1,3,1,2,
15,,,,52,1,8,1,2,
15,,,,50,1,2,1,1,
15,,,,27,2,6,2,1,
15,,,,34,2,9,1,2,
15,,,,24,1,7,1,1,
15,,,,26,2,9,2,1,
15,,,,32,2,9,1,2,
15,,,,51,2,9,2,1,
15,,,,59,1,6,1,1,
15,,,,24,1,9,2,1,
15,,,,37,1,9,1,2,
15,,,,21,1,9,1,2,
15,,,,27,1,9,2,2,
15,,,,40,2,1,1,2,
15,,,,54,2,1,2,1,
15,,,,43,2,3,1,2,
15,,,,23,2,8,2,1,
15,,,,53,2,9,2,1,
15,,,,40,1,9,1,2,
15,,,,30,2,8,2,2,
15,,,,57,2,9,1,2,
15,,,,31,1,8,2,2,
15,,,,43,2,9,1,1,
15,,,,21,1,9,1,1,
15,,,,26,2,7,2,1,
15,,,,37,2,9,1,2,
15,,,,58,2,9,1,1,
15,,,,34,1,1,2,1,
15,,,,36,2,9,2,2,
15,,,,62,1,6,1,1,
15,,,,36,1,9,1,2,
15,,,,25,1,9,1,1,
15,,,,30,1,5,1,2,
15,,,,25,1,3,2,1,
15,,,,57,2,1,1,2,
15,,,,21,2,3,1,2,
15,,,,33,1,9,1,2,
15,,,,24,2,6,2,2,
15,,,,35,1,9,1,2,
15,,,,27,1,7,2,1,
15,,,,29,2,9,1,2,
15,,,,34,2,9,1,2,
15,,,,30,2,9,2,2,
15,,,,27,2,6,1,2,
15,,,,21,1,9,1,2,
15,,,,23,1,2,1,2,
15,,,,59,1,9,1,2,
15,,,,25,1,9,2,1,
15,,,,38,2,3,2,1,
15,,,,31,1,9,2,2,
15,,,,31,2,9,2,2,
15,,,,23,1,7,2,1,
15,,,,60,2,6,1,2,
15,,,,37,2,1,2,1,
15,,,,20,2,9,1,1,
15,,,,36,1,9,2,2,
15,,,,32,1,8,1,1,
15,,,,26,1,9,2,2,
15,,,,30,2,7,2,2,
15,,,,37,1,8,1,2,
15,,,,28,1,8,2,2,
15,,,,21,2,9,2,1,
15,,,,33,1,7,1,1,
15,,,,35,2,9,2,2,
15,,,,32,1,7,2,1,
15,,,,30,1,9,1,2,
15,,,,75,1,1,2,1,
15,,,,27,1,2,1,2,
15,,,,41,1,9,1,1,
15,,,,47,2,1,2,1,
15,,,,32,2,9,2,2,
15,,,,34,1,9,1,2,
15,,,,49,2,9,2,2,
15,,,,21,2,9,1,1,
15,,,,32,2,9,2,1,
15,,,,50,2,9,2,1,
15,,,,41,2,1,1,2,
15,,,,25,2,9,1,1,
15,,,,19,2,6,1,2,
15,,,,70,2,1,2,1,
15,,,,65,1,8,1,2,
15,,,,24,2,8,2,1,
15,,,,27,2,9,2,2,
15,,,,29,2,8,1,1,
15,,,,34,2,9,2,1,
15,,,,28,2,9,1,2,
15,,,,19,1,9,2,1,
15,,,,23,2,6,1,1,
15,,,,47,1,9,1,2,
15,,,,50,2,7,2,1,
15,,,,22,1,1,2,1,
15,,,,33,2,9,2,2,
15,,,,67,2,7,1,1,
15,,,,37,1,4,1,1,
15,,,,36,1,7,2,1,
15,,,,34,2,7,1,2,
15,,,,27,2,9,2,1,
15,,,,33,2,9,2,1,
15,,,,40,2,9,2,2,
15,,,,33,1,8,1,2,
15,,,,23,2,9,1,2,
15,,,,66,2,,2,2,
15,,,,30,2,8,2,2,
15,,,,32,2,9,2,1,
15,,,,32,1,4,2,2,
15,,,,26,1,9,1,1,
15,,,,52,2,9,2,1,
15,,,,25,2,8,1,2,
15,,,,23,1,9,1,1,
15,,,,30,1,5,2,2,
15,,,,22,2,9,2,1,
15,,,,37,1,5,1,2,
15,,,,24,1,1,1,2,
15,,,,31,1,9,2,1,
15,,,,27,1,9,2,1,
15,,,,40,2,9,2,1,
15,,,,52,1,9,2,1,
15,,,,25,1,9,1,2,
15,,,,50,2,9,2,1,
15,,,,44,1,9,2,2,
15,,,,34,1,6,1,2,
15,,,,64,2,9,2,2,
15,,,,34,1,5,2,1,
15,,,,30,1,6,2,2,
15,,,,49,1,9,1,2,
15,,,,45,2,7,2,1,
15,,,,22,1,9,1,2,
15,,,,23,1,9,1,2,
15,,,,63,1,9,2,1,
15,,,,29,2,9,1,1,
15,,,,27,1,6,2,2,
15,,,,48,2,8,2,1,
15,,,,29,2,7,1,1,
15,,,,54,2,9,1,2,
15,,,,33,1,1,2,1,
15,,,,32,2,7,2,2,
15,,,,43,1,4,1,1,
15,,,,54,1,7,1,2,
15,,,,23,2,4,1,2,
15,,,,27,2,9,2,1,
15,,,,30,1,8,2,2,
15,,,,39,1,1,2,1,
15,,,,45,1,9,1,1,
15,,,,25,1,9,2,2,
15,,,,24,1,7,2,2,
15,,,,32,2,9,2,1,
15,,,,19,2,7,1,1,
15,,,,30,1,9,2,1,
15,,,,41,1,7,2,1,
15,,,,59,1,9,1,1,
15,,,,24,2,9,1,2,
15,,,,21,2,9,1,1,
15,,,,21,2,9,1,2,
15,,,,49,1,7,2,2,
15,,,,59,1,5,1,1,
15,,,,28,1,3,2,2,
15,,,,40,2,9,2,1,
15,,,,29,2,9,1,2,
15,,,,51,1,1,2,1,
15,,,,48,2,3,2,1,
15,,,,55,2,7,1,1,
15,,,,38,2,7,1,2,
15,,,,29,2,1,2,2,
15,,,,20,2,8,2,2,
15,,,,26,2,9,2,1,
15,,,,61,2,9,2,1,
15,,,,26,1,6,2,2,
15,,,,29,1,6,1,1,
15,,,,30,1,3,2,1,
15,,,,27,2,9,2,1,
15,,,,28,2,1,1,1,
15,,,,57,2,9,2,2,
15,,,,53,2,9,1,1,
15,,,,27,2,9,2,1,
15,,,,28,2,9,2,1,
15,,,,46,2,9,2,1,
15,,,,58,2,9,2,1,
15,,,,29,2,5,2,1,
15,,,,59,1,1,2,2,
15,,,,61,1,7,2,1,
15,,,,45,1,9,2,1,
15,,,,28,1,9,1,2,
15,,,,24,1,1,2,2,
15,,,,35,1,9,1,2,
15,,,,65,1,4,1,2,
